행정동_코드,행정동_명,gu_name,lat,lng,영역_면적
11545510,가산동,금천구,37.479409640113786,126.88457678102003,2512852
11545610,독산1동,금천구,37.46705617702387,126.89327741982106,2061921
11545620,독산2동,금천구,37.46669570225299,126.90351922488755,617174
11545630,독산3동,금천구,37.47853641454576,126.90539180625638,934985
11545640,독산4동,금천구,37.47192264110716,126.9048802626262,591045
11545670,시흥1동,금천구,37.45516067489561,126.90093479039491,1524148
11545680,시흥2동,금천구,37.4536530839362,126.92061339109874,1308882
11545690,시흥3동,금천구,37.44283073087775,126.90678222815502,1261391
11545700,시흥4동,금천구,37.46281764281386,126.91009148239526,821709
11545710,시흥5동,금천구,37.45021490504673,126.91314688918565,1386972
11560515,영등포본동,영등포구,37.516427321558155,126.91032022094721,846370
11560535,영등포동,영등포구,37.524345562176634,126.90838745214523,1372094
11560540,여의동,영등포구,37.53125277699275,126.92925242713861,8437543
11560550,당산1동,영등포구,37.526652092758056,126.89756946447983,745305
11560560,당산2동,영등포구,37.53685612371757,126.9031559451751,1581310
11560585,도림동,영등포구,37.511861010565006,126.90134511650218,585885
11560605,문래동,영등포구,37.51927677844727,126.89184462659429,1786708
11560610,양평1동,영등포구,37.52821052989071,126.88749862358584,974912
11560620,양평2동,영등포구,37.546252079861695,126.89137511956561,2874596
11560630,신길1동,영등포구,37.515182195744785,126.92026424314886,722925
11560650,신길3동,영등포구,37.508991140209396,126.90656296373834,520083
11560660,신길4동,영등포구,37.509987773812995,126.91372116741243,292127
11560670,신길5동,영등포구,37.50371108214279,126.90629822442916,494653
11560680,신길6동,영등포구,37.50177108534938,126.91427362699923,653511
11560690,신길7동,영등포구,37.50873115769174,126.92040695775928,642487
11560700,대림1동,영등포구,37.4964307760699,126.90600214315062,498978
11560710,대림2동,영등포구,37.49237237768851,126.90129199357372,572540
11560720,대림3동,영등포구,37.50274898373542,126.89793057880539,921696
11590510,노량진1동,동작구,37.51498255475992,126.94974126025284,1613446
11590520,노량진2동,동작구,37.513706741508514,126.93860086914074,600568
11590530,상도1동,동작구,37.50113606081475,126.95411611167333,1488648
11590540,상도2동,동작구,37.50645578270241,126.94261063861263,772865
11590550,상도3동,동작구,37.500315215481656,126.93371534560927,637199
11590560,상도4동,동작구,37.500175247589866,126.94146206508768,939562
11590605,흑석동,동작구,37.50817609328627,126.96302402175284,1708306
11590620,사당1동,동작구,37.48253763898443,126.97830059803684,635172
11590630,사당2동,동작구,37.49994440230651,126.97561501020374,2763201
11590640,사당3동,동작구,37.49150113055846,126.97176203809596,907684
11590650,사당4동,동작구,37.483292961090385,126.97155047246373,436148
11590651,사당5동,동작구,37.48855319212066,126.96574780663262,682199
11590660,대방동,동작구,37.50965565913186,126.92883214882826,1544903
11590670,신대방1동,동작구,37.49273195324396,126.91145719852096,675281
11590680,신대방2동,동작구,37.49730790585758,126.92247745338689,977033
11620525,보라매동,관악구,37.49314309744462,126.93342782528806,750225
11620545,청림동,관악구,37.492308578603954,126.9602730844052,297155
11620565,성현동,관악구,37.49229632281757,126.9518375411153,678223
11620575,행운동,관악구,37.48372241132889,126.96134060729875,718235
11620585,낙성대동,관악구,37.47044139687146,126.9606355376229,2262818
11620595,청룡동,관악구,37.48080624509206,126.9465991756727,1195604
11620605,은천동,관악구,37.48975139873546,126.942883826008,776212
11620615,중앙동,관악구,37.48689916572923,126.95144537373106,384728
11620625,인헌동,관악구,37.47245304905441,126.96834426004402,1089078
11620630,남현동,관악구,37.466860242847694,126.9785541315826,3281024
11620645,서원동,관악구,37.48334961730651,126.93411509439596,647532
11620655,신원동,관악구,37.48214726463634,126.9274003053062,544977
11620665,서림동,관악구,37.47561438963986,126.94228439062555,941252
